Ranking,City (State),Overall IDHM,IDHM Wage,IDHM Longevity,IDHM Education
 2663 º, Dois Irmãos das Missões (RS),670,646,797,585
 2663 º, Santa Luzia D'Oeste (RO),670,657,812,564
 2663 º, Tupirama (TO),670,629,808,593
 2691 º, Coronel Pacheco (MG),669,673,789,565
 2691 º, Arroio do Padre (RS),669,756,860,461
 2691 º, Francisco Alves (PR),669,669,786,570
 2691 º, Pirapó (RS),669,656,824,553
 2691 º, Balbinos (SP),669,690,809,537
 2691 º, Juramento (MG),669,601,808,617
 2691 º, Santa Terezinha (SC),669,637,817,575
 2691 º, Ponto Belo (ES),669,631,783,605
 2691 º, Amaporã (PR),669,644,785,591
 2691 º, Santo Antônio do Rio Abaixo (MG),669,616,823,591
 2691 º, Volta Grande (MG),669,669,841,531
 2691 º, Planaltina (GO),669,653,810,566
 2691 º, Guamiranga (PR),669,657,804,568
 2691 º, Nova Ubiratã (MT),669,694,816,529
 2691 º, Paineiras (MG),669,691,824,526
 2691 º, Delfim Moreira (MG),669,649,837,552
 2691 º, São Luiz do Norte (GO),669,643,801,581
 2691 º, Buenópolis (MG),669,650,796,579
 2691 º, Salgueiro (PE),669,645,799,580
 2691 º, Coimbra (MG),669,649,825,558
 2691 º, Martinho Campos (MG),669,688,844,515
 2691 º, Domingos Martins (ES),669,680,833,528
 2691 º, Itati (RS),669,692,827,524
 2691 º, Presidente Kennedy (TO),669,628,820,582
 2691 º, Pugmil (TO),669,621,809,595
 2716 º, Luiziana (PR),668,659,781,580
 2716 º, Rodeiro (MG),668,703,797,532
 2716 º, Bom Jesus (PI),668,665,799,562
 2716 º, Doverlândia (GO),668,684,840,518
 2716 º, Congonhinhas (PR),668,655,809,562
 2716 º, Confresa (MT),668,660,812,556
 2716 º, Vieiras (MG),668,623,808,592
 2716 º, Alfredo Wagner (SC),668,702,882,481
 2716 º, Jacuí (MG),668,682,810,540
 2716 º, Centenário do Sul (PR),668,686,791,549
 2716 º, Conceição das Pedras (MG),668,642,821,566
 2716 º, São Félix do Araguaia (MT),668,652,848,538
 2716 º, Laje do Muriaé (RJ),668,649,800,575
 2716 º, Mata de São João (BA),668,648,818,562
 2716 º, Cabeceiras (GO),668,637,819,571
 2716 º, Cristina (MG),668,645,842,550
 2716 º, Alterosa (MG),668,657,847,536
 2716 º, Santa Maria Madalena (RJ),668,672,797,556
 2716 º, Sousa (PB),668,645,814,567
 2716 º, Aiuruoca (MG),668,677,871,505
 2716 º, Marabá (PA),668,673,785,564
 2716 º, Tejupá (SP),668,668,794,563
 2738 º, Altamira do Paraná (PR),667,667,780,571
 2738 º, Arcoverde (PE),667,654,799,567
 2738 º, Bituruna (PR),667,645,829,556
 2738 º, Veríssimo (MG),667,683,869,501
 2738 º, São Miguel das Missões (RS),667,674,821,537
 2738 º, São Gonçalo do Rio Abaixo (MG),667,658,792,569
 2738 º, Afonso Cláudio (ES),667,661,825,544
 2738 º, Pancas (ES),667,648,815,562
 2738 º, Adrianópolis (PR),667,644,817,563
 2738 º, Santana do Garambéu (MG),667,648,822,558
 2738 º, Trajano de Moraes (RJ),667,668,813,547
 2738 º, Buri (SP),667,642,799,578
 2738 º, Nepomuceno (MG),667,658,822,549
 2738 º, Itapetinga (BA),667,667,790,562
 2738 º, São Thomé das Letras (MG),667,640,801,578
 2738 º, Imaruí (SC),667,670,834,530
 2738 º, Montanha (ES),667,679,816,535
 2738 º, Sucupira (TO),667,623,794,599
 2738 º, Paranatinga (MT),667,679,820,532
 2738 º, Canabrava do Norte (MT),667,616,817,589
 2738 º, Tapiraí (MG),667,670,847,522
 2759 º, Mucurici (ES),666,617,828,577
 2759 º, Faxinalzinho (RS),666,646,801,571
 2759 º, São José do Goiabal (MG),666,657,814,553
 2759 º, Cruzmaltina (PR),666,650,768,593
 2759 º, Pojuca (BA),666,645,819,559
 2759 º, Icaraíma (PR),666,673,792,554
 2759 º, Senhor do Bonfim (BA),666,638,773,599
 2759 º, Iúna (ES),666,665,829,537
 2759 º, Lindoeste (PR),666,652,769,588
 2759 º, Amélia Rodrigues (BA),666,609,810,600
 2759 º, Tucuruí (PA),666,675,800,548
 2759 º, Várzea da Palma (MG),666,634,814,573
 2759 º, Papagaios (MG),666,650,833,545
 2759 º, Bodoquena (MS),666,665,776,573
 2759 º, Salto do Céu (MT),666,661,797,560
 2759 º, Porto Murtinho (MS),666,677,830,526
 2759 º, Bom Jesus (RS),666,697,832,510
 2776 º, Benevides (PA),665,623,798,592
 2776 º, Mucuri (BA),665,679,801,541
 2776 º, Carlinda (MT),665,656,809,553
 2776 º, Castanheira (MT),665,671,800,547
 2776 º, Central de Minas (MG),665,663,823,540
 2776 º, Conceição do Rio Verde (MG),665,675,834,522
 2776 º, Iretama (PR),665,696,811,521
 2776 º, Ipaba (MG),665,630,829,562
 2776 º, Mirabela (MG),665,596,794,622
 2776 º, União do Sul (MT),665,665,797,556
 2776 º, Abreulândia (TO),665,700,835,502
 2776 º, Santana do Riacho (MG),665,641,834,551
 2776 º, Laranjal do Jari (AP),665,641,801,573
 2776 º, Coronel Bicaco (RS),665,667,803,550
 2776 º, São Gonçalo do Amarante (CE),665,587,775,646
 2776 º, Igarassu (PE),665,622,781,606
 2776 º, Altamira (PA),665,662,811,548
 2776 º, Mimoso de Goiás (GO),665,656,825,543
 2776 º, Macau (RN),665,650,792,572
 2776 º, Mucajaí (RR),665,661,813,547
 2776 º, Santa Tereza de Goiás (GO),665,635,825,561
 2776 º, Santo Antônio do Descoberto (GO),665,647,818,556
 2776 º, São Cristovão do Sul (SC),665,667,812,543
 2776 º, Pimenteiras do Oeste (RO),665,662,816,545
 2776 º, Jequié (BA),665,656,790,568
 2776 º, Quevedos (RS),665,667,824,534
 2802 º, Presidente Médici (RO),664,671,792,550
 2802 º, Chácara (MG),664,650,878,512
 2802 º, Itapuca (RS),664,709,834,495
 2802 º, Caturaí (GO),664,665,815,540
 2802 º, São Brás do Suaçuí (MG),664,675,801,541
 2802 º, Ribas do Rio Pardo (MS),664,681,830,519
 2802 º, Riversul (SP),664,634,799,577
 2802 º, Mostardas (RS),664,701,849,493
 2802 º, Uruana de Minas (MG),664,612,793,602
 2802 º, Alto Rio Novo (ES),664,634,815,567
 2802 º, Tibagi (PR),664,678,832,519
 2802 º, São Pedro das Missões (RS),664,644,804,566
 2802 º, Serra Nova Dourada (MT),664,638,819,560
 2802 º, Garanhuns (PE),664,662,795,556
 2802 º, Inimutaba (MG),664,625,810,579
 2802 º, Painel (SC),664,668,808,543
 2802 º, Rio Doce (MG),664,644,801,567
 2802 º, Novo Horizonte do Norte (MT),664,652,820,548
 2802 º, Cruzeiro do Sul (AC),664,648,776,582
 2802 º, Nossa Senhora do Socorro (SE),664,620,811,581
 2802 º, São Miguel do Araguaia (GO),664,667,818,536
 2802 º, Mercês (MG),664,683,831,515
 2802 º, Grossos (RN),664,633,790,585
 2802 º, Jaraguari (MS),664,668,827,530
 2802 º, São João do Caiuá (PR),664,678,785,551
 2802 º, Cruz Machado (PR),664,635,845,545
 2828 º, Anastácio (MS),663,663,789,557
 2828 º, Floriano Peixoto (RS),663,701,854,486
 2828 º, Vargem Alta (ES),663,658,814,544
 2828 º, Conceição do Jacuípe (BA),663,630,799,579
 2828 º, Onça de Pitangui (MG),663,646,806,559
 2828 º, Nova Maringá (MT),663,702,815,509
 2828 º, Santa Margarida do Sul (RS),663,691,870,484
 2828 º, Aliança do Tocantins (TO),663,610,801,596
 2828 º, Sengés (PR),663,658,811,546
 2828 º, São Francisco do Glória (MG),663,647,833,541
 2828 º, Araçuaí (MG),663,633,821,560
 2828 º, Novo Machado (RS),663,674,796,543
 2828 º, Limoeiro (PE),663,628,797,583
 2828 º, Jardim do Seridó (RN),663,647,772,584
 2828 º, Miradouro (MG),663,645,827,546
 2828 º, Espera Feliz (MG),663,663,846,520
 2828 º, São José dos Ausentes (RS),663,674,801,541
 2828 º, Aguanil (MG),663,672,845,513
 2846 º, Nova União (MG),662,624,818,568
 2846 º, Barcarena (PA),662,643,801,564
 2846 º, Cariri do Tocantins (TO),662,639,826,549
 2846 º, São Joaquim de Bicas (MG),662,664,844,518
 2846 º, Macieira (SC),662,675,806,533
 2846 º, Santa Tereza do Tocantins (TO),662,618,817,575
 2846 º, Jaú do Tocantins (TO),662,672,815,529
 2846 º, Três Forquilhas (RS),662,661,813,539
 2846 º, São Cristóvão (SE),662,624,800,581
 2846 º, São Tiago (MG),662,660,825,533
 2846 º, Rosário do Ivaí (PR),662,638,788,577
 2846 º, Nazaré da Mata (PE),662,608,789,604
 2846 º, Ecoporanga (ES),662,631,819,562
 2846 º, Vila Nova do Sul (RS),662,645,827,544
 2846 º, Conselheiro Pena (MG),662,646,837,537
 2846 º, Juruena (MT),662,647,797,563
 2846 º, Sooretama (ES),662,650,802,556
 2846 º, Mato Verde (MG),662,604,789,610
 2846 º, Miranorte (TO),662,633,804,571
 2846 º, Iguatemi (MS),662,671,817,530
 2846 º, Rosário da Limeira (MG),662,653,812,548
 2846 º, Jacuizinho (RS),662,730,817,487
 2846 º, Barra do Quaraí (RS),662,659,802,548
 2846 º, Cacique Doble (RS),662,677,810,528
 2870 º, Fontoura Xavier (RS),661,668,812,532
 2870 º, Riozinho (RS),661,690,885,472
 2870 º, Teresina de Goiás (GO),661,626,817,564
 2870 º, Esperança do Sul (RS),661,665,788,550
 2870 º, Pantano Grande (RS),661,676,816,524
 2870 º, São Gonçalo do Amarante (RN),661,619,829,564
 2870 º, São Raimundo Nonato (PI),661,631,779,587
 2870 º, Nova Rosalândia (TO),661,582,791,628
 2870 º, Alto Caparaó (MG),661,666,842,514
 2870 º, Itapirapuã Paulista (SP),661,595,816,594
 2870 º, Aracitaba (MG),661,608,823,577
 2870 º, Brunópolis (SC),661,646,819,545
 2870 º, Lajinha (MG),661,659,810,541
 2870 º, Pau D'Arco (TO),661,621,792,587
 2870 º, Bom Jesus do Araguaia (MT),661,665,784,555
 2870 º, Capela de Santana (RS),661,675,816,525
 2870 º, São José do Povo (MT),661,630,793,577
 2870 º, Indiavaí (MT),661,645,841,533
 2870 º, Jeceaba (MG),661,629,844,544
 2870 º, Açu (RN),661,641,795,568
 2870 º, Serra Talhada (PE),661,632,800,571
 2870 º, Divino das Laranjeiras (MG),661,624,811,571
 2870 º, Cerro Branco (RS),661,671,816,527
 2870 º, Propriá (SE),661,629,776,593
 2870 º, Campo Limpo de Goiás (GO),661,654,829,533
 2870 º, Toledo (MG),661,660,802,546
 2870 º, Pinheiro Machado (RS),661,685,846,499
 2870 º, Senador Amaral (MG),661,623,821,564
 2898 º, Alvorada do Norte (GO),660,640,819,548
 2898 º, Imbituva (PR),660,681,828,509
 2898 º, Agudos do Sul (PR),660,671,790,543
 2898 º, Satuba (AL),660,619,794,585
 2898 º, Figueirão (MS),660,677,830,511
 2898 º, Cerro Grande do Sul (RS),660,673,855,499
 2898 º, Extremoz (RN),660,640,808,555
 2898 º, Bom Sucesso de Itararé (SP),660,605,775,613
 2898 º, Muritiba (BA),660,629,796,573
 2898 º, Palmas (PR),660,687,827,505
 2898 º, Cordislândia (MG),660,654,807,544
 2898 º, Seritinga (MG),660,657,853,512
 2898 º, Cristal do Sul (RS),660,641,826,542
 2898 º, São Sebastião da Vargem Alegre (MG),660,631,827,552
 2898 º, Barra do Chapéu (SP),660,617,779,599
 2898 º, Bom Jardim (RJ),660,707,809,503
 2898 º, Alto Jequitibá (MG),660,660,787,554
 2898 º, Ipuaçu (SC),660,674,790,540
 2898 º, São Francisco de Paula (MG),660,660,812,537
 2898 º, Avelinópolis (GO),660,682,828,508
 2898 º, Cocalinho (MT),660,674,807,528
 2898 º, Lavandeira (TO),660,598,775,620
 2898 º, São José do Vale do Rio Preto (RJ),660,670,806,533
 2898 º, São Pedro da Cipa (MT),660,654,790,556
 2898 º, Belmiro Braga (MG),660,653,830,531
 2898 º, Bom Jesus do Tocantins (TO),660,621,833,555
 2924 º, São Pedro dos Ferros (MG),659,631,789,576
 2924 º, Segredo (RS),659,673,811,525
 2924 º, Duas Barras (RJ),659,677,790,534
 2924 º, Timbó Grande (SC),659,634,798,565
 2924 º, Maranguape (CE),659,587,788,618
 2924 º, Monte Azul (MG),659,611,811,578
 2924 º, Jaguarari (BA),659,644,806,551
 2924 º,Tabocão (TO),659,616,808,575
 2924 º, Gameleira de Goiás (GO),659,692,828,499
 2924 º, Tucumã (PA),659,670,813,525
 2924 º, Leopoldo de Bulhões (GO),659,665,812,529
 2924 º, Japeri (RJ),659,637,809,555
 2924 º, Estreito (MA),659,666,800,536
 2924 º, Passos Maia (SC),659,648,808,547
 2924 º, Quixadá (CE),659,592,775,624
 2924 º, Carnaúba dos Dantas (RN),659,624,796,577
 2924 º, Varre-Sai (RJ),659,636,810,555
 2924 º, Santa Isabel do Pará (PA),659,622,798,576
 2924 º, Couto de Magalhães de Minas (MG),659,600,807,592
 2924 º, Posse (GO),659,659,819,530
 2924 º, Sandolândia (TO),659,626,791,578
 2924 º, Pacajus (CE),659,609,788,596
 2946 º, Piratini (RS),658,672,821,517
 2946 º, Bueno Brandão (MG),658,662,848,507
 2946 º, Parintins (AM),658,589,800,605
 2946 º, Novo Planalto (GO),658,623,831,550
 2946 º, Inhapim (MG),658,642,829,535
 2946 º, Jesuânia (MG),658,675,831,507
 2946 º, Oiapoque (AP),658,693,779,527
 2946 º, Nova Cantu (PR),658,646,792,558
 2946 º, Januária (MG),658,611,820,568
 2946 º, Minduri (MG),658,631,805,560
 2946 º, Grandes Rios (PR),658,649,799,550
 2946 º, Colinas do Sul (GO),658,633,820,549
 2946 º, Caseara (TO),658,647,825,534
 2946 º, São José do Divino (MG),658,627,778,583
 2946 º, Horizonte (CE),658,594,788,610
 2946 º, Terenos (MS),658,651,839,521
 2946 º, Castanheiras (RO),658,650,803,547
 2946 º, Jaboticaba (RS),658,636,820,547
 2964 º, Santo Hipólito (MG),657,641,824,536
 2964 º, Tunas (RS),657,659,794,541
 2964 º, Matos Costa (SC),657,630,831,541
 2964 º, Encruzilhada do Sul (RS),657,677,875,478
 2964 º, Redenção da Serra (SP),657,633,799,560
 2964 º, Tianguá (CE),657,628,768,587
 2964 º, Mantenópolis (ES),657,636,810,551
 2964 º, Presidente Kennedy (ES),657,636,808,553
 2964 º, São Sebastião do Passé (BA),657,633,812,551
 2964 º, São José do Xingu (MT),657,703,828,487
 2964 º, Afogados da Ingazeira (PE),657,623,807,565
 2964 º, Marliéria (MG),657,629,838,537
 2964 º, Ibertioga (MG),657,606,834,560
 2964 º, Itacurubi (RS),657,692,804,509
 2964 º, Entre Rios (SC),657,638,808,550
 2964 º, Heliodora (MG),657,656,822,527
 2964 º, Arroio Grande (RS),657,673,807,522
 2964 º, Aguiarnópolis (TO),657,618,804,571
 2964 º, Guajará-Mirim (RO),657,663,823,519
 2964 º, São José do Mantimento (MG),657,612,823,562
 2964 º, Cocalzinho de Goiás (GO),657,648,826,531
 2964 º, Divinésia (MG),657,645,785,559
 2986 º, Cordisburgo (MG),656,644,786,558
 2986 º, Vale de São Domingos (MT),656,658,765,560
 2986 º, Pescador (MG),656,615,831,552
 2986 º, Mesquita (MG),656,638,796,555
 2986 º, Santo Antônio do Leverger (MT),656,651,806,539
 2986 º, Rio dos Índios (RS),656,645,804,545
 2986 º, Ferreira Gomes (AP),656,635,820,542
 2986 º, Itaiçaba (CE),656,581,758,642
 2986 º, Itaúna do Sul (PR),656,651,798,543
 2986 º, Planalto da Serra (MT),656,615,813,565
 2986 º, Serro (MG),656,650,834,520
 2986 º, Brejetuba (ES),656,630,828,540
 2986 º, Laranja da Terra (ES),656,633,810,550
 2986 º, Curiúva (PR),656,649,795,546
 2986 º, Brasília de Minas (MG),656,612,813,568
 2986 º, Brumado (BA),656,630,807,554
 2986 º, Augusto de Lima (MG),656,622,815,557
 2986 º, Arinos (MG),656,607,815,570
 2986 º, Antonio Olinto (PR),656,626,825,547
 2986 º, Mata (RS),656,660,807,529
 2986 º, Tavares (RS),656,692,828,492
 2986 º, Campo Maior (PI),656,629,793,566
 3008 º, Pedra Dourada (MG),655,631,827,539
 3008 º, Chalé (MG),655,636,787,561
 3008 º, Manoel Viana (RS),655,686,766,534
 3008 º, Nova Iguaçu de Goiás (GO),655,642,812,540
 3008 º, Vitória das Missões (RS),655,659,809,526
 3008 º, São João do Sabugi (RN),655,620,779,581
 3008 º, Natividade da Serra (SP),655,664,814,520
 3008 º, Lamim (MG),655,623,828,546
 3008 º, Aracati (CE),655,607,742,624
 3008 º, Sapopema (PR),655,695,795,509
 3008 º, Capanema (PA),655,610,794,580
 3008 º, Raul Soares (MG),655,658,823,520
 3008 º, Engenheiro Navarro (MG),655,599,791,594
 3008 º, Tesouro (MT),655,635,791,560
 3008 º, Baliza (GO),655,614,819,558
 3008 º, Boa Ventura de São Roque (PR),655,635,802,553
 3008 º, Carmo da Cachoeira (MG),655,672,801,523
 3008 º, Belo Vale (MG),655,672,814,514
 3008 º, Funilândia (MG),655,612,844,545
 3008 º, Mandirituba (PR),655,677,807,515
 3008 º, São João da Baliza (RR),655,614,780,587
 3008 º, Santo Antônio do Leste (MT),655,658,853,501
 3030 º, Itapemirim (ES),654,640,808,540
 3030 º, Dores do Rio Preto (ES),654,635,813,542
 3030 º, Sem-Peixe (MG),654,623,826,543
 3030 º, Saltinho (SC),654,639,795,551
 3030 º, Galiléia (MG),654,645,795,546
 3030 º, Nova Viçosa (BA),654,657,780,546
 3030 º, Portelândia (GO),654,680,803,513
 3030 º, Francisco Sá (MG),654,605,808,572
 3030 º, Pinhão (PR),654,649,806,534
 3030 º, Itapiranga (AM),654,594,792,594
 3030 º, Santa Cruz Cabrália (BA),654,624,784,571
 3030 º, Rafael Godeiro (RN),654,583,789,607
 3030 º, Talismã (TO),654,654,801,535
 3030 º, São João do Jaguaribe (CE),654,620,784,576
 3030 º, Dezesseis de Novembro (RS),654,625,809,553
 3030 º, Itaporã (MS),654,660,809,523
 3030 º, Abre Campo (MG),654,646,823,525
 3030 º, Campos Verdes (GO),654,608,796,577
 3030 º, Capão Alto (SC),654,680,796,516
 3030 º, Tanguá (RJ),654,644,793,548
 3030 º, Silva Jardim (RJ),654,657,793,536
 3030 º, Cruzeta (RN),654,602,748,621
 3030 º, Iapu (MG),654,639,819,535
 3030 º, Pedro Canário (ES),654,643,812,536
 3030 º, Damianópolis (GO),654,614,815,558
 3055 º, Epitaciolândia (AC),653,654,771,553
 3055 º, Presidente Dutra (MA),653,628,788,563
 3055 º, Campestre de Goiás (GO),653,628,799,556
 3055 º, Trombas (GO),653,628,812,547
 3055 º, Rio Rufino (SC),653,652,806,530
 3055 º, Santa Amélia (PR),653,655,809,526
 3055 º, Itabirinha (MG),653,625,838,531
 3055 º, Ilha de Itamaracá (PE),653,627,809,548
 3055 º, São Lourenço da Mata (PE),653,614,793,571
 3055 º, Ritápolis (MG),653,649,815,526
 3055 º, Novo Santo Antônio (MT),653,640,829,526
 3055 º, Bom Repouso (MG),653,647,821,523
 3055 º, Capelinha (MG),653,641,824,527
 3055 º, Divinópolis de Goiás (GO),653,624,813,550
 3055 º, São João da Mata (MG),653,676,822,501
 3070 º, São José de Ubá (RJ),652,633,798,548
 3070 º, São Martinho da Serra (RS),652,659,848,496
 3070 º, Poconé (MT),652,643,806,534
 3070 º, Jijoca de Jericoacoara (CE),652,614,723,625
 3070 º, Caraá (RS),652,661,830,505
 3070 º, Guarará (MG),652,650,802,532
 3070 º, Ipiranga (PR),652,684,828,489
 3070 º, Iracema (CE),652,597,733,632
 3070 º, Moreno (PE),652,610,805,564
 3070 º, Casa Grande (MG),652,608,823,555
 3070 º, Mauá da Serra (PR),652,661,793,529
 3070 º, Guarinos (GO),652,604,815,563
 3070 º, Porto Esperidião (MT),652,666,795,523
 3070 º, Campestre do Maranhão (MA),652,611,774,586
 3070 º, Sério (RS),652,695,847,471
 3070 º, Ibarama (RS),652,686,792,511
 3070 º, Silveirânia (MG),652,645,841,511
 3070 º, Água Doce do Norte (ES),652,619,819,546
 3070 º, Chupinguaia (RO),652,659,820,514
 3070 º, General Carneiro (PR),652,638,816,532
 3090 º, Alto Boa Vista (MT),651,613,803,561
 3090 º, Virgínia (MG),651,635,829,523
 3090 º, Porteirinha (MG),651,593,796,585
 3090 º, Arraias (TO),651,636,829,523
 3090 º, Serra dos Aimorés (MG),651,653,784,539
 3090 º, Crucilândia (MG),651,653,816,518
 3090 º, Periquito (MG),651,593,839,555
 3090 º, Goiana (PE),651,614,779,576
 3090 º, São Francisco de Goiás (GO),651,658,825,509
 3090 º, Nova Campina (SP),651,598,799,577
 3090 º, Nova Brasilândia (MT),651,673,845,485
 3090 º, Padre Bernardo (GO),651,670,801,515
 3090 º, Ivaí (PR),651,654,791,534
 3090 º, Santana do Deserto (MG),651,660,849,493
 3090 º, Rochedo (MS),651,676,830,491
 3090 º, Taquaraçu de Minas (MG),651,643,818,525
 3090 º, Bacabal (MA),651,619,753,591
 3090 º, São Geraldo (MG),651,656,831,507
 3090 º, Aparecida do Rio Negro (TO),651,593,791,588
 3090 º, Nova Tebas (PR),651,632,788,553
 3090 º, Taquarussu (MS),651,657,769,545
 3090 º, Jati (CE),651,562,776,634
 3090 º, São José das Missões (RS),651,652,782,542
 3090 º, Igaratinga (MG),651,682,842,481
 3090 º, Santa Rita do Tocantins (TO),651,630,830,527
 3115 º, Carmésia (MG),650,631,805,540
 3115 º, Gameleiras (MG),650,559,796,618
 3115 º, Cabixi (RO),650,650,757,559
 3115 º, São João do Manhuaçu (MG),650,659,836,498
 3115 º, Itanhomi (MG),650,656,831,503
 3115 º, Nova Bandeirantes (MT),650,696,842,469
 3115 º, Pinhal da Serra (RS),650,641,835,513
 3115 º, Ventania (PR),650,633,798,543
 3115 º, Faina (GO),650,644,799,534
 3115 º, Cana Verde (MG),650,652,821,512
 3115 º, Canguçu (RS),650,683,819,491
 3115 º, Pium (TO),650,633,822,527
 3115 º, Rosário Oeste (MT),650,653,807,520
 3115 º, Rio Casca (MG),650,651,813,519
 3115 º, Guadalupe (PI),650,639,794,542
 3115 º, Barros Cassal (RS),650,690,795,500
 3115 º, Marmelópolis (MG),650,615,806,553
 3115 º, Pacaraima (RR),650,624,788,558
 3115 º, Monte Alegre dos Campos (RS),650,667,822,501
 3115 º, Monjolos (MG),650,612,819,548
 3115 º, Itaporã do Tocantins (TO),650,613,842,531
 3136 º, São Luiz (RR),649,605,788,574
 3136 º, Canaã (MG),649,644,798,532
 3136 º, Jesúpolis (GO),649,642,814,522
 3136 º, Boa Vista (PB),649,590,796,582
 3136 º, Barão de Monte Alto (MG),649,619,827,533
 3136 º, Candeias do Jamari (RO),649,652,819,512
 3136 º, Cerrito (RS),649,657,824,504
 3136 º, Arapiraca (AL),649,638,780,549
 3136 º, Bayeux (PB),649,619,779,566
 3136 º, Alagoa (MG),649,634,832,518
 3136 º, Barra dos Coqueiros (SE),649,647,776,545
 3136 º, Jacobina (BA),649,636,772,558
 3136 º, São Felipe D'Oeste (RO),649,615,780,571
 3136 º, Mampituba (RS),649,650,813,517
 3136 º, Novo Horizonte do Sul (MS),649,656,798,523
 3136 º, Lebon Régis (SC),649,632,806,537
 3136 º, Novo São Joaquim (MT),649,658,819,507
 3136 º, Peixoto de Azevedo (MT),649,691,761,521
 3136 º, Timon (MA),649,614,768,579
 3136 º, Unistalda (RS),649,626,804,542
 3156 º, Santa Cruz do Capibaribe (PE),648,667,806,506
 3156 º, Carlos Chagas (MG),648,641,826,513
 3156 º, Morro da Garça (MG),648,619,816,538
 3156 º, Angico (TO),648,576,773,612
 3156 º, Dilermando de Aguiar (RS),648,681,864,463
 3156 º, Rio Manso (MG),648,676,802,501
 3156 º, Frei Inocêncio (MG),648,624,779,559
 3156 º, Felixlândia (MG),648,651,815,514
 3156 º, Cabeceira Grande (MG),648,638,788,542
 3156 º, Ubajara (CE),648,595,769,594
 3156 º, Capela Nova (MG),648,602,797,568
 3156 º, Cardoso Moreira (RJ),648,653,782,534
 3156 º, São João do Oriente (MG),648,631,805,536
 3156 º, Santa Maria de Itabira (MG),648,622,821,533
 3156 º, Reserva do Iguaçu (PR),648,636,820,521
 3156 º, Passa Vinte (MG),648,662,809,507
 3172 º, Brejo Santo (CE),647,596,768,592
 3172 º, Presidente Figueiredo (AM),647,627,802,538
 3172 º, Santana do Jacaré (MG),647,655,790,523
 3172 º, Cachoeira (BA),647,615,762,577
 3172 º, Caracol (MS),647,628,826,522
 3172 º, Valença do Piauí (PI),647,620,773,566
 3172 º, Vila Boa (GO),647,619,818,534
 3172 º, Salinópolis (PA),647,628,798,541
 3172 º, Ibatiba (ES),647,651,830,501
 3172 º, Estância (SE),647,627,782,552
 3172 º, Santana dos Montes (MG),647,608,801,557
 3172 º, Munhoz (MG),647,634,821,520
 3172 º, Bocaina do Sul (SC),647,642,768,549
 3172 º, Goiabeira (MG),647,628,799,539
 3186 º, São Sebastião do Alto (RJ),646,638,789,536
 3186 º, Alpercata (MG),646,629,824,521
 3186 º, Lontra (MG),646,589,794,577
 3186 º, Carvalhos (MG),646,667,820,492
 3186 º, Cascavel (CE),646,587,793,578
 3186 º, Cacaulândia (RO),646,664,801,506
 3186 º, Piracema (MG),646,646,809,515
 3186 º, Vale Verde (RS),646,666,816,497
 3186 º, Santo Amaro (BA),646,626,772,559
 3186 º, Itamarandiba (MG),646,618,798,547
 3186 º, Fernandes Tourinho (MG),646,608,807,550
 3186 º, Penaforte (CE),646,566,761,626
 3186 º, Lucrécia (RN),646,624,785,551
 3186 º, Xinguara (PA),646,671,800,503
 3186 º, São Miguel do Guaporé (RO),646,644,781,537
 3201 º, Muniz Freire (ES),645,637,821,512
 3201 º, Taparuba (MG),645,604,799,557
 3201 º, Tibau do Sul (RN),645,672,794,504
 3201 º, Vila Bela da Santíssima Trindade (MT),645,644,843,495
 3201 º, Simolândia (GO),645,595,826,546
 3201 º, General Maynard (SE),645,609,776,567
 3201 º, Porto Alegre do Tocantins (TO),645,586,785,584
 3201 º, Bocaina de Minas (MG),645,665,848,476
 3201 º, Ouro Branco (RN),645,610,789,558
 3201 º, Tabuleiro do Norte (CE),645,620,791,547
 3201 º, Jatobá (PE),645,604,775,573
 3201 º, São Nicolau (RS),645,658,778,523
 3201 º, Foz do Jordão (PR),645,654,828,496
 3201 º, Paragominas (PA),645,667,781,514
 3201 º, Águas Formosas (MG),645,624,811,531
 3201 º, Manfrinópolis (PR),645,642,805,520
 3201 º, Vera Cruz (BA),645,632,817,520
 3201 º, Fernandes Pinheiro (PR),645,647,791,525
 3201 º, Durandé (MG),645,626,842,508
 3201 º, Antônio Dias (MG),645,624,849,507
 3201 º, São João do Piauí (PI),645,615,769,567
 3222 º, Mutum (MG),644,635,822,511
 3222 º, Crixás do Tocantins (TO),644,603,798,555
 3222 º, Itacoatiara (AM),644,618,811,534
 3222 º, Crateús (CE),644,618,787,550
 3222 º, Messias Targino (RN),644,608,779,565
 3222 º, Diamante D'Oeste (PR),644,647,776,532
 3222 º, Forquilha (CE),644,583,760,602
 3222 º, Cristal (RS),644,687,826,471
 3222 º, Iaciara (GO),644,615,826,527
 3222 º, Senador Firmino (MG),644,639,829,505
 3222 º, São Miguel do Anta (MG),644,616,828,523
 3222 º, Engenheiro Caldas (MG),644,632,815,518
 3234 º, Antônio João (MS),643,633,799,526
 3234 º, Rio Crespo (RO),643,637,813,513
 3234 º, Monte Carlo (SC),643,648,804,511
 3234 º, Nova Crixás (GO),643,674,813,485
 3234 º, Serranos (MG),643,638,834,499
 3234 º, São Valério (TO),643,605,814,539
 3234 º, Rio Largo (AL),643,616,788,547
 3234 º, Teixeirópolis (RO),643,653,818,498
 3234 º, Alvorada D'Oeste (RO),643,654,763,534
 3234 º, Calçoene (AP),643,636,759,550
